family,name,class,cap-shape,Cap-surface,cap-color,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type
Wax Gill Family,Orange-red Wax Cap,p,x,y,o,,y,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,f,s,o,,o,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,f,s,o,,y,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,f,y,o,,o,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,f,y,o,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,e,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,e,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,e,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,o,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,o,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,o,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,k,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,k,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,k,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,e,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,e,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,e,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,o,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,o,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,o,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,k,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,k,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,k,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,e,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,e,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,e,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,o,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,o,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,o,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,k,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,k,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,k,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,i,e,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,i,e,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,i,e,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,i,o,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,i,o,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,i,o,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,i,k,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,i,k,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,i,k,,k,,,f,f
Wax Gill Family,Meadow Wax Cap,e,x,s,o,,w,,,f,f
Wax Gill Family,Meadow Wax Cap,e,x,s,b,,w,,,f,f
Wax Gill Family,Meadow Wax Cap,e,x,d,o,,w,,,f,f
Wax Gill Family,Meadow Wax Cap,e,x,d,b,,w,,,f,f
Wax Gill Family,Meadow Wax Cap,e,f,s,o,,w,,,f,f
Wax Gill Family,Meadow Wax Cap,e,f,s,b,,w,,,f,f
Wax Gill Family,Meadow Wax Cap,e,f,d,o,,w,,,f,f
Wax Gill Family,Meadow Wax Cap,e,f,d,b,,w,,,f,f
Wax Gill Family,Meadow Wax Cap,e,s,s,o,,w,,,f,f
Wax Gill Family,Meadow Wax Cap,e,s,s,b,,w,,,f,f
Wax Gill Family,Meadow Wax Cap,e,s,d,o,,w,,,f,f
Wax Gill Family,Meadow Wax Cap,e,s,d,b,,w,,,f,f
Wax Gill Family,Scarlet Hood,e,x,h,o,,o,,,f,f
Wax Gill Family,Scarlet Hood,e,x,h,o,,e,,,f,f
Wax Gill Family,Scarlet Hood,e,x,h,p,,o,,,f,f
Wax Gill Family,Scarlet Hood,e,x,h,p,,e,,,f,f
Wax Gill Family,Scarlet Hood,e,x,h,e,,o,,,f,f
Wax Gill Family,Scarlet Hood,e,x,h,e,,e,,,f,f
Wax Gill Family,Scarlet Hood,e,x,s,o,,o,,,f,f
Wax Gill Family,Scarlet Hood,e,x,s,o,,e,,,f,f
Wax Gill Family,Scarlet Hood,e,x,s,p,,o,,,f,f
Wax Gill Family,Scarlet Hood,e,x,s,p,,e,,,f,f
Wax Gill Family,Scarlet Hood,e,x,s,e,,o,,,f,f
Wax Gill Family,Scarlet Hood,e,x,s,e,,e,,,f,f
Wax Gill Family,Scarlet Hood,e,x,d,o,,o,,,f,f
Wax Gill Family,Scarlet Hood,e,x,d,o,,e,,,f,f
Wax Gill Family,Scarlet Hood,e,x,d,p,,o,,,f,f
Wax Gill Family,Scarlet Hood,e,x,d,p,,e,,,f,f
Wax Gill Family,Scarlet Hood,e,x,d,e,,o,,,f,f
Wax Gill Family,Scarlet Hood,e,x,d,e,,e,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,t,r,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,t,r,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,t,p,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,t,p,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,t,y,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,t,y,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,w,r,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,w,r,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,w,p,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,w,p,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,w,y,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,w,y,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,d,r,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,d,r,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,d,p,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,d,p,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,d,y,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,b,d,y,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,t,r,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,t,r,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,t,p,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,t,p,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,t,y,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,t,y,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,w,r,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,w,r,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,w,p,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,w,p,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,w,y,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,w,y,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,d,r,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,d,r,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,d,p,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,d,p,t,y,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,d,y,t,r,,,f,f
Wax Gill Family,Parrot Wax Cap,p,f,d,y,t,y,,,f,f
Wax Gill Family,Herald of Winter,e,x,t,n,t,w,,,f,f
Wax Gill Family,Herald of Winter,e,x,t,n,t,o,,,f,f
Wax Gill Family,Herald of Winter,e,f,t,n,t,w,,,f,f
Wax Gill Family,Herald of Winter,e,f,t,n,t,o,,,f,f
Russula Family,Common Yellow Russula,e,x,,y,,g,,,f,f
Russula Family,Common Yellow Russula,e,x,,y,,w,,,f,f
Russula Family,Common Yellow Russula,e,f,,y,,g,,,f,f
Russula Family,Common Yellow Russula,e,f,,y,,w,,,f,f
Russula Family,Common Yellow Russula,e,s,,y,,g,,,f,f
Russula Family,Common Yellow Russula,e,s,,y,,w,,,f,f
Russula Family,Yellow-gilled Russula,e,x,,y,,w,,,f,f
Russula Family,Yellow Swamp Russula,e,x,h,y,,w,,,f,f
Russula Family,Yellow Swamp Russula,e,x,t,y,,w,,,f,f
Russula Family,Geranium-scented Russula,p,x,t,n,,y,,,f,f
Russula Family,Geranium-scented Russula,p,x,t,y,,y,,,f,f
Russula Family,Geranium-scented Russula,p,f,t,n,,y,,,f,f
Russula Family,Geranium-scented Russula,p,f,t,y,,y,,,f,f
Russula Family,Geranium-scented Russula,p,s,t,n,,y,,,f,f
Russula Family,Geranium-scented Russula,p,s,t,y,,y,,,f,f
Russula Family,Stinking Russula,p,x,t,n,,w,,,f,f
Russula Family,Fragile Russula,p,f,,u,,w,,,f,f
Russula Family,Fragile Russula,p,f,,u,,y,,,f,f
Russula Family,Fragile Russula,p,s,,u,,w,,,f,f
Russula Family,Fragile Russula,p,s,,u,,y,,,f,f
Russula Family,Birch Russula,p,x,,b,,w,,,f,f
Russula Family,Birch Russula,p,x,,p,,w,,,f,f
Russula Family,Birch Russula,p,x,,e,,w,,,f,f
Russula Family,Birch Russula,p,x,,y,,w,,,f,f
Russula Family,Birch Russula,p,f,,b,,w,,,f,f
Russula Family,Birch Russula,p,f,,p,,w,,,f,f
Russula Family,Birch Russula,p,f,,e,,w,,,f,f
Russula Family,Birch Russula,p,f,,y,,w,,,f,f
Russula Family,Bare-toothed Russula,e,x,,n,s,w,,,f,f
Russula Family,Bare-toothed Russula,e,x,,p,s,w,,,f,f
Russula Family,Bare-toothed Russula,e,x,,e,s,w,,,f,f
Russula Family,Bare-toothed Russula,e,f,,n,s,w,,,f,f
Russula Family,Bare-toothed Russula,e,f,,p,s,w,,,f,f
Russula Family,Bare-toothed Russula,e,f,,e,s,w,,,f,f
Russula Family,The Charcoal Burner,e,x,e,l,,w,,,f,f
Russula Family,The Charcoal Burner,e,x,e,y,,w,,,f,f
Russula Family,Blackish Purple Russula,e,x,s,u,,w,,,f,f
Russula Family,Blackish Purple Russula,e,x,s,k,,w,,,f,f
Russula Family,Blackish Purple Russula,e,f,s,u,,w,,,f,f
Russula Family,Blackish Purple Russula,e,f,s,k,,w,,,f,f
Russula Family,Blackening Russula,e,x,s,k,,w,,,f,f
Russula Family,Blackening Russula,e,x,s,n,,w,,,f,f
Russula Family,Blackening Russula,e,x,s,w,,w,,,f,f
Russula Family,Blackening Russula,e,x,t,k,,w,,,f,f
Russula Family,Blackening Russula,e,x,t,n,,w,,,f,f
Russula Family,Blackening Russula,e,x,t,w,,w,,,f,f
Russula Family,Blackening Russula,e,f,s,k,,w,,,f,f
Russula Family,Blackening Russula,e,f,s,n,,w,,,f,f
Russula Family,Blackening Russula,e,f,s,w,,w,,,f,f
Russula Family,Blackening Russula,e,f,t,k,,w,,,f,f
Russula Family,Blackening Russula,e,f,t,n,,w,,,f,f
Russula Family,Blackening Russula,e,f,t,w,,w,,,f,f
Russula Family,Blackening Russula,e,s,s,k,,w,,,f,f
Russula Family,Blackening Russula,e,s,s,n,,w,,,f,f
Russula Family,Blackening Russula,e,s,s,w,,w,,,f,f
Russula Family,Blackening Russula,e,s,t,k,,w,,,f,f
Russula Family,Blackening Russula,e,s,t,n,,w,,,f,f
Russula Family,Blackening Russula,e,s,t,w,,w,,,f,f
Russula Family,The Sickener,p,x,h,e,,w,,,f,f
Russula Family,The Sickener,p,x,t,e,,w,,,f,f
Russula Family,The Sickener,p,f,h,e,,w,,,f,f
Russula Family,The Sickener,p,f,t,e,,w,,,f,f
Russula Family,Beechwood Sickener,p,x,,e,,y,,,f,f
Russula Family,Beechwood Sickener,p,x,,p,,y,,,f,f
Russula Family,Beechwood Sickener,p,x,,w,,y,,,f,f
Russula Family,Crab-scented Russula,e,x,s,n,,n,,,f,f
Russula Family,Crab-scented Russula,e,x,s,n,,p,,,f,f
Russula Family,Crab-scented Russula,e,x,s,n,,w,,,f,f
Russula Family,Crab-scented Russula,e,x,s,r,,n,,,f,f
Russula Family,Crab-scented Russula,e,x,s,r,,p,,,f,f
Russula Family,Crab-scented Russula,e,x,s,r,,w,,,f,f
Russula Family,Crab-scented Russula,e,x,s,u,,n,,,f,f
Russula Family,Crab-scented Russula,e,x,s,u,,p,,,f,f
Russula Family,Crab-scented Russula,e,x,s,u,,w,,,f,f
Russula Family,Crab-scented Russula,e,x,s,y,,n,,,f,f
Russula Family,Crab-scented Russula,e,x,s,y,,p,,,f,f
Russula Family,Crab-scented Russula,e,x,s,y,,w,,,f,f
Russula Family,Crab-scented Russula,e,f,s,n,,n,,,f,f
Russula Family,Crab-scented Russula,e,f,s,n,,p,,,f,f
Russula Family,Crab-scented Russula,e,f,s,n,,w,,,f,f
Russula Family,Crab-scented Russula,e,f,s,r,,n,,,f,f
Russula Family,Crab-scented Russula,e,f,s,r,,p,,,f,f
Russula Family,Crab-scented Russula,e,f,s,r,,w,,,f,f
Russula Family,Crab-scented Russula,e,f,s,u,,n,,,f,f
Russula Family,Crab-scented Russula,e,f,s,u,,p,,,f,f
Russula Family,Crab-scented Russula,e,f,s,u,,w,,,f,f
Russula Family,Crab-scented Russula,e,f,s,y,,n,,,f,f
Russula Family,Crab-scented Russula,e,f,s,y,,p,,,f,f
Russula Family,Crab-scented Russula,e,f,s,y,,w,,,f,f
Russula Family,Crab-scented Russula,e,s,s,n,,n,,,f,f
Russula Family,Crab-scented Russula,e,s,s,n,,p,,,f,f
Russula Family,Crab-scented Russula,e,s,s,n,,w,,,f,f
Russula Family,Crab-scented Russula,e,s,s,r,,n,,,f,f
Russula Family,Crab-scented Russula,e,s,s,r,,p,,,f,f
Russula Family,Crab-scented Russula,e,s,s,r,,w,,,f,f
Russula Family,Crab-scented Russula,e,s,s,u,,n,,,f,f
Russula Family,Crab-scented Russula,e,s,s,u,,p,,,f,f
Russula Family,Crab-scented Russula,e,s,s,u,,w,,,f,f
Russula Family,Crab-scented Russula,e,s,s,y,,n,,,f,f
Russula Family,Crab-scented Russula,e,s,s,y,,p,,,f,f
Russula Family,Crab-scented Russula,e,s,s,y,,w,,,f,f
Russula Family,Grass-green Russula,p,f,,r,,w,,,f,f
Russula Family,Grass-green Russula,p,f,,y,,w,,,f,f
Russula Family,Peppery Milk Cap,e,s,,w,,w,,,f,f
Russula Family,Fleecy Milk Cap,p,x,k,w,,w,,,f,f
Russula Family,Fleecy Milk Cap,p,f,k,w,,w,,,f,f
Russula Family,Fleecy Milk Cap,p,s,k,w,,w,,,f,f
Russula Family,Oak Milk Cap,p,x,d,n,,e,,,f,f
Russula Family,Oak Milk Cap,p,x,d,n,,n,,,f,f
Russula Family,Oak Milk Cap,p,x,d,e,,e,,,f,f
Russula Family,Oak Milk Cap,p,x,d,e,,n,,,f,f
Russula Family,Oak Milk Cap,p,s,d,n,,e,,,f,f
Russula Family,Oak Milk Cap,p,s,d,n,,n,,,f,f
Russula Family,Oak Milk Cap,p,s,d,e,,e,,,f,f
Russula Family,Oak Milk Cap,p,s,d,e,,n,,,f,f
Russula Family,Slimy Milk Cap,p,s,h,g,t,g,,,f,f
Russula Family,Slimy Milk Cap,p,s,h,g,t,r,,,f,f
Russula Family,Slimy Milk Cap,p,s,h,g,t,n,,,f,f
Russula Family,Slimy Milk Cap,p,s,h,r,t,g,,,f,f
Russula Family,Slimy Milk Cap,p,s,h,r,t,r,,,f,f
Russula Family,Slimy Milk Cap,p,s,h,r,t,n,,,f,f
Russula Family,Slimy Milk Cap,p,s,h,n,t,g,,,f,f
Russula Family,Slimy Milk Cap,p,s,h,n,t,r,,,f,f
Russula Family,Slimy Milk Cap,p,s,h,n,t,n,,,f,f
Russula Family,Slimy Milk Cap,p,s,t,g,t,g,,,f,f
Russula Family,Slimy Milk Cap,p,s,t,g,t,r,,,f,f
Russula Family,Slimy Milk Cap,p,s,t,g,t,n,,,f,f
Russula Family,Slimy Milk Cap,p,s,t,r,t,g,,,f,f
Russula Family,Slimy Milk Cap,p,s,t,r,t,r,,,f,f
Russula Family,Slimy Milk Cap,p,s,t,r,t,n,,,f,f
Russula Family,Slimy Milk Cap,p,s,t,n,t,g,,,f,f
Russula Family,Slimy Milk Cap,p,s,t,n,t,r,,,f,f
Russula Family,Slimy Milk Cap,p,s,t,n,t,n,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,g,,g,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,g,,r,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,g,,n,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,r,,g,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,r,,r,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,r,,n,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,k,,g,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,k,,r,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,k,,n,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,n,,g,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,n,,r,,,f,f
Russula Family,Ugly Milk Cap,p,x,t,n,,n,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,g,,g,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,g,,r,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,g,,n,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,r,,g,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,r,,r,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,r,,n,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,k,,g,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,k,,r,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,k,,n,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,n,,g,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,n,,r,,,f,f
Russula Family,Ugly Milk Cap,p,f,t,n,,n,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,g,,g,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,g,,r,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,g,,n,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,r,,g,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,r,,r,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,r,,n,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,k,,g,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,k,,r,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,k,,n,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,n,,g,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,n,,r,,,f,f
Russula Family,Ugly Milk Cap,p,s,t,n,,n,,,f,f
Russula Family,Rufous Milk Cap,p,f,d,n,,n,,,f,f
Russula Family,Rufous Milk Cap,p,f,d,n,,e,,,f,f
Russula Family,Rufous Milk Cap,p,f,d,e,,n,,,f,f
Russula Family,Rufous Milk Cap,p,f,d,e,,e,,,f,f
Russula Family,Rufous Milk Cap,p,s,d,n,,n,,,f,f
Russula Family,Rufous Milk Cap,p,s,d,n,,e,,,f,f
Russula Family,Rufous Milk Cap,p,s,d,e,,n,,,f,f
Russula Family,Rufous Milk Cap,p,s,d,e,,e,,,f,f
Russula Family,Sweet Milk Cap,p,s,,e,,e,,,f,f
Russula Family,Sweet Milk Cap,p,s,,e,,n,,,f,f
Russula Family,Sweet Milk Cap,p,s,,n,,e,,,f,f
Russula Family,Sweet Milk Cap,p,s,,n,,n,,,f,f
Russula Family,Small Brown Milk Cap,p,f,w,n,,n,,,f,f
Russula Family,Small Brown Milk Cap,p,f,w,o,,n,,,f,f
Russula Family,Small Brown Milk Cap,p,s,w,n,,n,,,f,f
Russula Family,Small Brown Milk Cap,p,s,w,o,,n,,,f,f
Russula Family,Coconut-scented Milk Cap,e,f,d,g,,g,,,f,f
Russula Family,Coconut-scented Milk Cap,e,f,d,g,,n,,,f,f
Russula Family,Coconut-scented Milk Cap,e,f,d,u,,g,,,f,f
Russula Family,Coconut-scented Milk Cap,e,f,d,u,,n,,,f,f
Russula Family,Coconut-scented Milk Cap,e,f,d,n,,g,,,f,f
Russula Family,Coconut-scented Milk Cap,e,f,d,n,,n,,,f,f
Russula Family,Coconut-scented Milk Cap,e,f,d,p,,g,,,f,f
Russula Family,Coconut-scented Milk Cap,e,f,d,p,,n,,,f,f
Russula Family,Coconut-scented Milk Cap,e,s,d,g,,g,,,f,f
Russula Family,Coconut-scented Milk Cap,e,s,d,g,,n,,,f,f
Russula Family,Coconut-scented Milk Cap,e,s,d,u,,g,,,f,f
Russula Family,Coconut-scented Milk Cap,e,s,d,u,,n,,,f,f
Russula Family,Coconut-scented Milk Cap,e,s,d,n,,g,,,f,f
Russula Family,Coconut-scented Milk Cap,e,s,d,n,,n,,,f,f
Russula Family,Coconut-scented Milk Cap,e,s,d,p,,g,,,f,f
Russula Family,Coconut-scented Milk Cap,e,s,d,p,,n,,,f,f
Russula Family,Woolly Milk Cap,p,s,t,p,,p,,,t,f
Russula Family,Saffron Milk Cap,e,s,t,w,,w,,,f,f
Russula Family,Saffron Milk Cap,e,s,t,p,,w,,,f,f
Russula Family,Saffron Milk Cap,e,s,t,o,,w,,,f,f
Russula Family,Spruce Milk Cap,p,s,,o,,w,,,t,f
Russula Family,Spruce Milk Cap,p,s,,y,,w,,,t,f
Russula Family,Spruce Milk Cap,p,s,,r,,w,,,t,f
Pluteus Family,Fawn Pluteus,e,x,s,n,i,w,,,f,f
Pluteus Family,Fawn Pluteus,e,x,s,n,i,n,,,f,f
Pluteus Family,Veined Pluteus,e,x,y,n,y,n,,,f,f
Entoloma Family,Silky Nolanea,p,x,k,n,,n,,,f,f
Entoloma Family,Silky Nolanea,p,x,k,w,,n,,,f,f
Entoloma Family,Silky Nolanea,p,f,k,n,,n,,,f,f
Entoloma Family,Silky Nolanea,p,f,k,w,,n,,,f,f
Entoloma Family,Striated Nolanea,p,b,t,n,i,n,,,f,f
Entoloma Family,Striated Nolanea,p,b,t,n,i,g,,,f,f
Entoloma Family,Striated Nolanea,p,f,t,n,i,n,,,f,f
Entoloma Family,Striated Nolanea,p,f,t,n,i,g,,,f,f
Entoloma Family,White Leptonia,p,x,d,w,h,w,,,f,f
Entoloma Family,White Leptonia,p,s,d,w,h,w,,,f,f
Entoloma Family,Blue Leptonia,p,x,i,l,,w,,,f,f
Entoloma Family,Blue Leptonia,p,x,i,k,,w,,,f,f
Entoloma Family,Blue Leptonia,p,f,i,l,,w,,,f,f
Entoloma Family,Blue Leptonia,p,f,i,k,,w,,,f,f
Entoloma Family,Livid Entoloma,p,x,s,w,i,n,,,f,f
Entoloma Family,Livid Entoloma,p,x,s,y,i,n,,,f,f
Entoloma Family,Livid Entoloma,p,x,s,g,i,n,,,f,f
Entoloma Family,Livid Entoloma,p,x,s,n,i,n,,,f,f
Entoloma Family,Livid Entoloma,p,x,h,w,i,n,,,f,f
Entoloma Family,Livid Entoloma,p,x,h,y,i,n,,,f,f
Entoloma Family,Livid Entoloma,p,x,h,g,i,n,,,f,f
Entoloma Family,Livid Entoloma,p,x,h,n,i,n,,,f,f
Entoloma Family,The Miller,e,x,l,w,,w,,,f,f
Entoloma Family,The Miller,e,s,l,w,,w,,,f,f
Entoloma Family,Apricot Fungus,p,x,w,p,,p,,,f,f
Entoloma Family,Apricot Fungus,p,f,w,p,,p,,,f,f
Bolbitius Family,Egg Yolk Fungus,p,c,h,y,,y,,,f,f
Bolbitius Family,Egg Yolk Fungus,p,c,h,n,,y,,,f,f
Bolbitius Family,Egg Yolk Fungus,p,c,t,y,,y,,,f,f
Bolbitius Family,Egg Yolk Fungus,p,c,t,n,,y,,,f,f
Bolbitius Family,Egg Yolk Fungus,p,f,h,y,,y,,,f,f
Bolbitius Family,Egg Yolk Fungus,p,f,h,n,,y,,,f,f
Bolbitius Family,Egg Yolk Fungus,p,f,t,y,,y,,,f,f
Bolbitius Family,Egg Yolk Fungus,p,f,t,n,,y,,,f,f
Bolbitius Family,Brown Bell Cap,p,b,g,n,,n,,,f,f
Bolbitius Family,Brown Bell Cap,p,b,g,o,,n,,,f,f
Bolbitius Family,Brown Bell Cap,p,b,g,y,,n,,,f,f
Bolbitius Family,Brown Bell Cap,p,b,g,w,,n,,,f,f
Bolbitius Family,Spring Agaric,e,x,,n,,n,,w,t,
Bolbitius Family,Spring Agaric,e,x,,n,,w,,w,t,
Bolbitius Family,Spring Agaric,e,x,,w,,n,,w,t,
Bolbitius Family,Spring Agaric,e,x,,w,,w,,w,t,
Stropharia Family,Shaggy Pholiota,p,x,y,y,y,y,,,t,
Stropharia Family,Shaggy Pholiota,p,x,y,y,y,n,,,t,
Stropharia Family,Shaggy Pholiota,p,x,y,n,y,y,,,t,
Stropharia Family,Shaggy Pholiota,p,x,y,n,y,n,,,t,
Stropharia Family,Charcoal Pholiota,p,x,h,n,y,n,,,t,z
Stropharia Family,Charcoal Pholiota,p,x,h,n,y,o,,,t,z
Stropharia Family,Charcoal Pholiota,p,x,h,o,y,n,,,t,z
